iter	RMSE
1670	40392852.54
1671	40388253.65
1672	40374956.11
1673	40364126
1674	40354172.99
1675	40350000.11
1676	40337965.15
1677	40330492.06
1678	40316797.92
1679	40304903.59
1680	40299640.59
1681	40295946.18
1682	40291858.47
1683	40288184.75
1684	40281056.01
1685	40276721.35
1686	40266658.9
1687	40262295.57
1688	40254823.82
1689	40246811.81
1690	40237336.86
1691	40227426.27
1692	40218870.13
1693	40213980.92
1694	40210788.03
1695	40206539.61
1696	40201253.46
1697	40197663.67
1698	40190484.1
1699	40178545.51
1700	40168959.42
1701	40159111.96
1702	40149640.24
1703	40140616.32
1704	40128385.6
1705	40122153.9
1706	40113652.63
1707	40100380.92
1708	40088094.63
1709	40084046.99
1710	40074635.91
1711	40063486.31
1712	40046923.11
1713	40038094.49
1714	40033933.75
1715	40028402.8
1716	40021039.22
1717	40011706.08
1718	40006468.14
1719	40001002.5
1720	39991037.07
1721	39983924.25
1722	39972965.3
1723	39967574.01
1724	39956699.55
1725	39950148.21
1726	39943145.88
1727	39933747.31
1728	39915738.54
1729	39906621.55
1730	39898343.11
1731	39889189.2
1732	39878859.04
1733	39871027.61
1734	39867668.8
1735	39856230.88
1736	39852659.99
1737	39840832.84
1738	39829704.84
1739	39821998.54
1740	39812841.56
1741	39803749.18
1742	39799829.01
1743	39788414.73
1744	39782368.72
1745	39777123.46
1746	39768164.69
1747	39760971.79
1748	39747935.31
1749	39737805.74
1750	39728401.86
1751	39719546.67
1752	39712757.24
1753	39703857.56
1754	39697153.36
1755	39693094.08
1756	39680699.43
1757	39677769.02
1758	39664745.58
1759	39651901.39
1760	39646511.81
1761	39642506.79
1762	39630852.1
1763	39624357.85
1764	39614361.4
1765	39607719.13
1766	39598751.36
1767	39591780.31
1768	39584184.03
1769	39580231.65
1770	39570769.04
1771	39566212.74
1772	39562211.15
1773	39556203.76
1774	39547310.52
1775	39536225.35
1776	39520676.4
1777	39512264.11
1778	39502873.34
1779	39494757.16
1780	39491297.08
1781	39482614.79
1782	39469058.04
1783	39460293.37
1784	39457281.48
1785	39448489.89
1786	39439710.76
1787	39435073.22
1788	39421327.33
1789	39413305.35
1790	39404221.2
1791	39395185.95
1792	39386427.7
1793	39380009.86
1794	39369150.06
1795	39359953.73
1796	39353493.35
1797	39347760.63
1798	39343877.98
1799	39337042.5
1800	39333866.02
1801	39327030.62
1802	39323213.19
1803	39314589.54
1804	39305309.2
1805	39302173.68
1806	39295883.36
1807	39287444.81
1808	39276527.29
1809	39267063.58
1810	39256285.29
1811	39245639.48
1812	39236680.03
1813	39229659.07
1814	39225346.07
1815	39216024.25
1816	39209909.01
1817	39206802.7
1818	39200055.49
1819	39190766.37
1820	39179692.34
1821	39175958.24
1822	39169802.15
1823	39159353.97
1824	39152443.97
1825	39143639.3
1826	39134092.63
1827	39130408.6
1828	39122890.99
1829	39115162.1
1830	39106909.54
1831	39092227.21
1832	39083657.71
1833	39080603.61
1834	39073308.75
1835	39071218.27
1836	39063398.71
1837	39057248.76
1838	39045210.82
1839	39034941.73
1840	39026266.61
1841	39017153.9
1842	39008212.3
1843	38998090.52
1844	38989005.08
1845	38979879.54
1846	38976865.34
1847	38970995.98
1848	38956615.31
1849	38949649.52
1850	38940727.37
1851	38937130.61
1852	38929028
1853	38919809.37
1854	38912156.48
1855	38902388.85
1856	38900593.17
1857	38894823.8
1858	38886862.3
1859	38878314.46
1860	38868936.62
1861	38860459.35
1862	38853738.69
1863	38844234.22
1864	38835806.05
1865	38832255.34
1866	38826610.99
1867	38819015.52
1868	38810935.38
1869	38803389.22
1870	38801103.96
1871	38793162.46
1872	38787095.38
1873	38781459.1
1874	38772653.8
1875	38765370.8
1876	38758628.45
1877	38746749.38
1878	38743514.93
1879	38732996.79
1880	38724057.39
1881	38711743.15
1882	38708803.72
1883	38705889.39
1884	38696862.21
1885	38688809.47
1886	38681720.36
1887	38678262.83
1888	38672642.66
1889	38668191.24
1890	38658882.49
1891	38653097.81
1892	38645687.96
1893	38640162.87
1894	38628245.28
1895	38620489.52
1896	38617081.24
1897	38607726.89
1898	38602100.08
1899	38596549.86
1900	38593182.91
1901	38584581.4
1902	38574469.95
1903	38565595.75
1904	38557975.84
1905	38555135.26
1906	38545900.62
1907	38535273.08
1908	38527395.8
1909	38513942.63
1910	38508561.63
1911	38502706.58
1912	38495651.37
1913	38488669.84
1914	38482845.33
1915	38475496.84
1916	38470140.92
1917	38462400.12
1918	38458772.91
1919	38442472.18
1920	38435088.2
1921	38420000.85
1922	38409624.06
1923	38401809.14
1924	38395535.75
1925	38385287.46
1926	38378399.85
1927	38375340.38
1928	38369857.39
1929	38361297.61
1930	38352637.41
1931	38345756.09
1932	38342457.25
1933	38339443
1934	38330784.91
1935	38319799.65
1936	38312191.64
1937	38308208.6
1938	38305783.92
1939	38300489.32
1940	38297252.64
1941	38288369.07
1942	38282759.17
1943	38268006.14
1944	38259914.75
1945	38256944.07
1946	38250068.46
1947	38245493.15
1948	38240384.99
1949	38238688.59
1950	38231267.96
1951	38221991.72
1952	38215248.49
1953	38212498.4
1954	38206279.46
1955	38195060.99
1956	38186993.18
1957	38183776.91
1958	38175030.69
1959	38168154.8
1960	38158597.03
1961	38154669.38
1962	38147289.04
1963	38141932.83
1964	38133560.08
1965	38124717.4
1966	38117957.08
1967	38113038.5
1968	38103853.8
1969	38098737.27
1970	38089294.19
1971	38083880.35
1972	38078701.03
1973	38075523.04
1974	38066921.24
1975	38064228.31
1976	38058565.05
1977	38049416.55
1978	38040085.37
1979	38036025.51
1980	38029257.56
1981	38026107.65
1982	38018656.53
1983	38010973.92
1984	38003528.75
1985	37993453.71
1986	37983897.47
1987	37978810.6
1988	37969493.77
1989	37963681.34
1990	37958323.97
1991	37949291.59
1992	37942772.95
1993	37934136.83
1994	37925223.11
1995	37916977.19
1996	37913059.49
1997	37903209.43
1998	37899423.61
1999	37890979.03
2000	37880563.63
2001	37877675.98
2002	37871814.62
2003	37863370.7
2004	37856991.82
2005	37848927.05
2006	37841074.23
2007	37836266.67
2008	37829044.71
2009	37823723.04
2010	37813307.22
2011	37808596.03
2012	37803249.77
2013	37795337.96
2014	37787075.88
2015	37783614.43
2016	37774289.59
2017	37767170.82
2018	37762862.01
2019	37755232.9
2020	37749448.57
2021	37740684.54
2022	37737575.71
2023	37729433.77
2024	37725154.13
2025	37719869.23
2026	37712721.44
2027	37705584.25
2028	37698637.2
2029	37689955.59
2030	37684412.71
2031	37674789.3
2032	37667466.86
2033	37655654.55
2034	37648213.28
2035	37640951.55
2036	37636729.4
2037	37633883.93
2038	37625179.66
2039	37618362.96
2040	37609093.24
2041	37599977.66
2042	37587707.78
2043	37581727.76
2044	37578113.35
2045	37573241.79
2046	37565229.79
2047	37560053.06
2048	37553334.86
2049	37550350.41
2050	37541222.05
2051	37527660.27
2052	37522136.37
2053	37517413.67
2054	37513357.76
2055	37505726.81
2056	37495031.86
2057	37488264.66
2058	37484174.9
2059	37479773.16
2060	37463776.84
2061	37452550.58
2062	37443555.98
2063	37438647.79
2064	37431538.32
2065	37422556.16
2066	37419773.05
2067	37411154.51
2068	37407706.51
2069	37402059.51
2070	37398034.17
2071	37394230.44
2072	37389712.15
2073	37385076.16
2074	37377571.28
2075	37368023.14
2076	37361044.93
2077	37357454.88
2078	37348427.94
2079	37343268.43
2080	37336199.3
2081	37332608.8
2082	37324966.74
2083	37319679.24
2084	37310836.97
2085	37303066.56
2086	37294243.72
2087	37284362.15
2088	37276120.2
2089	37273369.65
2090	37268456.12
2091	37254643.13
2092	37250038.04
2093	37246509.32
2094	37241216.66
2095	37237898.64
2096	37227306.58
2097	37224586.71
2098	37216407.86
2099	37205343.84
2100	37197697.5
2101	37187048.14
2102	37184400.25
2103	37177083.95
2104	37172225.51
2105	37163969.98
2106	37161411.84
2107	37158314.89
2108	37150506.38
2109	37146621.6
2110	37142680.66
2111	37137660.99
2112	37128375.89
2113	37120922.97
2114	37112387.13
2115	37103277.21
2116	37098179.47
2117	37090415.55
2118	37083428.12
2119	37080759
2120	37077807.46
2121	37075322.81
2122	37066744.91
2123	37058282.78
2124	37051381.44
2125	37043169.13
2126	37035024.9
2127	37027687.86
2128	37014886.68
2129	37011870.65
2130	36998487.66
2131	36993492.06
2132	36986061.25
2133	36984340.07
2134	36980026.61
2135	36973291.39
2136	36966283.55
2137	36957258.81
2138	36950339.16
2139	36944049.38
2140	36941449.05
2141	36937516.59
2142	36932411.33
2143	36928936.08
2144	36923624.45
2145	36915105.12
2146	36906087.96
2147	36897187.3
2148	36890344.53
2149	36879629.95
2150	36876017.31
2151	36869031.41
2152	36864278.39
2153	36853596.04
2154	36846484.01
2155	36840940.5
2156	36831409.87
2157	36823454
2158	36816434.65
2159	36814006.89
2160	36809368.22
2161	36805622.87
2162	36797073.72
2163	36787827.14
2164	36784154.48
2165	36771999.04
2166	36765689.63
2167	36753778.48
2168	36745972.01
2169	36743562.42
2170	36736910.01
2171	36730349.2
2172	36722346.19
2173	36711970.8
2174	36708002.04
2175	36699333.05
2176	36695562.72
2177	36686561.06
2178	36674653.29
2179	36668906.54
2180	36662194.52
2181	36658664.69
2182	36652463.93
2183	36646054.13
2184	36642393.58
2185	36636135.99
2186	36628397.23
2187	36619854.02
2188	36613735.47
2189	36609837.65
2190	36602089.63
2191	36593479.95
2192	36586408.53
2193	36580561.44
2194	36576869.94
2195	36569229.33
2196	36563414.49
2197	36559701.25
2198	36551497.39
2199	36541343.41
2200	36535370.2
2201	36529377.44
2202	36521112.81
2203	36511104.49
2204	36501142.5
2205	36495040.64
2206	36483386.82
2207	36478226.56
2208	36469791.74
2209	36461315.21
2210	36452962.35
2211	36446108.48
2212	36442536.58
2213	36431751.69
2214	36425337.47
2215	36415878.27
2216	36407892.96
2217	36403553.92
2218	36393709.41
2219	36382754.08
2220	36377001.97
2221	36370578.5
2222	36365281.86
2223	36360400.59
2224	36352804.7
2225	36344638.54
2226	36338672.78
2227	36334126.06
2228	36328527.74
2229	36324737.18
2230	36318168.97
2231	36313289.85
2232	36307772.72
2233	36301924.5
2234	36298110.58
2235	36290292.72
2236	36284561.54
2237	36277101.64
2238	36272288.85
2239	36265714.52
2240	36262229.21
2241	36250269.6
2242	36243253.1
2243	36236648.75
2244	36227830.66
2245	36220184.83
2246	36216691.2
2247	36205974.56
2248	36200601.98
2249	36190171.07
2250	36182112.41
2251	36173972.95
2252	36167750.9
2253	36163317.05
2254	36153039.17
2255	36150351.27
2256	36143989.96
2257	36139358.26
2258	36135449.95
2259	36130719.37
2260	36127634.61
2261	36122926.83
2262	36117642.62
2263	36112992.05
2264	36106621.52
2265	36103443.83
2266	36094104.2
2267	36083604.8
2268	36077290.15
2269	36074040.43
2270	36061934.04
2271	36052029.18
2272	36048981.65
2273	36045964.31
2274	36038066.38
2275	36028932.2
2276	36025541.33
2277	36017557.14
2278	36011338.3
2279	36006039.81
2280	35994952.62
2281	35987194.22
2282	35978005.34
2283	35971556.65
2284	35963625.8
2285	35960448.84
2286	35953762.49
2287	35947836.33
2288	35941494.63
2289	35938067.27
2290	35928302.99
2291	35918908.46
2292	35914983.62
2293	35914158.5
2294	35910775.56
2295	35899395.96
2296	35896416.68
2297	35892603.37
2298	35887115.98
2299	35884175.47
2300	35880866.71
2301	35869661.44
2302	35862288.81
2303	35854836.18
2304	35844163.36
2305	35841251.7
2306	35833590.73
2307	35825277.28
2308	35818326.57
2309	35815005.59
2310	35806203.26
2311	35795992.99
2312	35788500.75
2313	35780698.92
2314	35776945.27
2315	35763936.54
2316	35760651.69
2317	35756726.9
2318	35746351.2
2319	35740740.98
2320	35736317.68
2321	35728638.63
2322	35722167.72
2323	35709329.09
2324	35703111.57
2325	35696932.06
2326	35692413.5
2327	35686238.8
2328	35680444.65
2329	35672939.36
2330	35666841.33
2331	35663600.98
2332	35654563.1
2333	35650752.36
2334	35643216.9
2335	35636816.6
2336	35632491.13
2337	35619747.09
2338	35615760.25
2339	35605683.55
2340	35598252.06
2341	35595409.68
2342	35589400.74
2343	35580897.5
2344	35575346.36
2345	35572370.47
2346	35566432.9
2347	35558550.68
2348	35555375.66
2349	35548226.79
2350	35542765.56
2351	35533877.2
2352	35528033.85
2353	35519161.63
2354	35516001.58
2355	35509594.03
2356	35500632.45
2357	35497695.68
2358	35493356.43
2359	35484812.76
2360	35483181.65
2361	35478195.84
2362	35472629.06
2363	35465748.02
2364	35457022.44
2365	35449452.5
2366	35445235.04
2367	35441637.98
2368	35431845.62
2369	35425148.29
2370	35420057.5
2371	35414685.57
2372	35411615.79
2373	35405335.77
2374	35400394.59
2375	35390284.2
2376	35387337.7
2377	35379662.38
2378	35373421.86
2379	35367475.7
2380	35361490.87
2381	35354438.09
2382	35348468.24
2383	35344622.28
2384	35337522.77
2385	35331377
2386	35323142.39
2387	35318435.15
2388	35308993.05
2389	35305910.43
2390	35302151.66
2391	35296112.9
2392	35286491.52
2393	35280299.75
2394	35271635.13
2395	35266410.13
2396	35262276.81
2397	35253068.09
2398	35249947.53
2399	35241725.09
2400	35237972.56
2401	35234922.96
2402	35232180.38
2403	35224235.18
2404	35217855.17
2405	35214809.58
2406	35210137.24
2407	35202514.23
2408	35201619.83
2409	35197393.02
2410	35193863
2411	35187583.29
2412	35182940.45
2413	35175319.15
2414	35166777.15
2415	35163807.53
2416	35153908.56
2417	35148251.53
2418	35145258.88
2419	35142175.52
2420	35135008.46
2421	35125184.53
2422	35120119.44
2423	35110078.66
2424	35107376.11
2425	35104543.04
2426	35101187.23
2427	35093777.83
2428	35090976.49
2429	35088181.3
2430	35083389.64
2431	35074743.41
2432	35068066.86
2433	35062980.77
2434	35055142.2
2435	35046953.16
2436	35044013.63
2437	35038211.07
2438	35035299.19
2439	35031152.25
2440	35022010.72
2441	35016850.28
2442	35012005.69
2443	35008071.18
2444	35005189.07
2445	35002157.26
2446	34997831.1
2447	34991286.56
2448	34980774.11
2449	34971599.45
2450	34965733.48
2451	34958798.99
2452	34955874.15
2453	34951079.83
2454	34943362.38
2455	34937532.81
2456	34932449.09
2457	34929843.14
2458	34927215.61
2459	34925353.19
2460	34918175.11
2461	34915554.13
2462	34908832.8
2463	34903286.77
2464	34896321.13
2465	34887703.48
2466	34879435.5
2467	34870935.06
2468	34861342.22
2469	34859814.44
2470	34853460.29
2471	34849261.67
2472	34842715.61
2473	34837447.76
2474	34834527.93
2475	34829934.36
2476	34827134.15
2477	34818645.34
2478	34811257.93
2479	34805198.8
2480	34796009.63
2481	34794600.37
2482	34792011.67
2483	34788795.19
2484	34785128.02
2485	34777790.05
2486	34772322.34
2487	34769540.59
2488	34763340.01
2489	34753960.15
2490	34747538.45
2491	34738850.45
2492	34733907.44
2493	34731073.02
2494	34726091.59
2495	34718000.82
2496	34712921.72
2497	34708715.18
2498	34701948.68
2499	34699002.51
2500	34691563.64
2501	34686155.67
2502	34684068.6
2503	34675958.22
2504	34670594.63
2505	34661528.15
2506	34659720.79
2507	34651201.42
2508	34645852.41
2509	34640444.75
2510	34637710.96
2511	34629216.37
2512	34621406.81
2513	34618330.77
2514	34609174.44
2515	34604678.74
2516	34598709.09
2517	34595811.75
2518	34589319.1
2519	34581818.13
2520	34572770.55
2521	34570869.52
2522	34565006.71
2523	34557422.43
2524	34553202.41
2525	34551829.99
2526	34546262.6
2527	34540964.2
2528	34537388.06
2529	34534357.18
2530	34525510.6
2531	34520199.09
2532	34514631.57
2533	34505829.52
2534	34499982.05
2535	34493347.44
2536	34491091.66
2537	34490246.52
2538	34483700.48
2539	34476474.39
2540	34469819.65
2541	34464314.07
2542	34460334.56
2543	34452160.54
2544	34446857.34
2545	34445780.37
2546	34436745.29
2547	34431198.02
2548	34423375.98
2549	34418130.1
2550	34415375.01
2551	34413214.77
2552	34406357.99
2553	34400387.48
2554	34397678.07
2555	34393972.03
2556	34393252.91
2557	34386991.83
2558	34378878.87
2559	34372613.24
2560	34364087.17
2561	34355735.24
2562	34349997.45
2563	34347162.03
2564	34341019.13
2565	34333486
2566	34327996.99
2567	34326037.57
2568	34324697.6
2569	34321175.11
2570	34311614.83
2571	34310346.35
2572	34309289.38
2573	34304084.97
2574	34298700.35
2575	34293058.98
2576	34285120.8
2577	34279149.33
2578	34277756.8
2579	34274686.51
2580	34273628.91
2581	34266259.22
2582	34262221.59
2583	34257617.73
2584	34251497.33
2585	34246473.26
2586	34240872.39
2587	34235741.89
2588	34230666.26
2589	34227426
2590	34221082.82
2591	34217903.9
2592	34212953.08
2593	34209880.92
2594	34205448.47
2595	34199758.9
2596	34196353.48
2597	34190966.53
2598	34184431.61
2599	34178000.08
2600	34176758.64
2601	34174045.27
2602	34173341.11
2603	34172387.89
2604	34165980.19
2605	34162538.01
2606	34156751.08
2607	34147456.14
2608	34139686.62
2609	34135572.39
2610	34134657.28
2611	34129957.65
2612	34129343.41
2613	34127119.13
2614	34120236.83
2615	34119201.26
2616	34116270.07
2617	34108681.76
2618	34104195.97
2619	34099572.96
2620	34093014.05
2621	34092082.88
2622	34087218.2
2623	34081852.19
2624	34076199.13
2625	34070600.73
2626	34063998.15
2627	34063080.08
2628	34057148.39
2629	34050264.13
2630	34044724.96
2631	34039362.97
2632	34035975.99
2633	34029225.63
2634	34018516.81
2635	34013539.99
2636	34007722.47
2637	34003031.69
2638	33997812.75
2639	33989478.23
2640	33986357.08
2641	33980537.82
2642	33973895.1
2643	33968901.44
2644	33964316.21
2645	33959783.34
2646	33954452.19
2647	33950341.45
2648	33945088.46
2649	33944179.27
2650	33939762.01
2651	33935250.44
2652	33931881.59
2653	33930622.92
2654	33928020.78
2655	33922311.81
2656	33921411.3
2657	33919606.79
2658	33911679.71
2659	33904312.68
2660	33900537.94
2661	33894994.93
2662	33890542.63
2663	33887108.25
2664	33880301.38
2665	33877783.55
2666	33871823.96
2667	33870936.08
2668	33869958.82
2669	33864263.5
2670	33863386.58
2671	33857666.66
2672	33852059.06
2673	33849494.14
2674	33845643.59
2675	33843258.96
2676	33842564.69
2677	33836395.88
2678	33834036.17
2679	33829365.53
2680	33821165.87
2681	33814515
2682	33808823.36
2683	33802546.28
2684	33799536.92
2685	33796179.51
2686	33789665.96
2687	33789100.95
2688	33783754.3
2689	33778597.13
2690	33770888.24
2691	33764173.54
2692	33758600.48
2693	33755635.18
2694	33754899.89
2695	33752431.34
2696	33746647.29
2697	33737419.83
2698	33732829.91
2699	33726899.21
2700	33717629.51
2701	33714373.94
2702	33706705.12
2703	33705851.26
2704	33702488.4
2705	33695773.54
2706	33692816.12
2707	33685283.69
2708	33681845.26
2709	33676479.93
2710	33670088.69
2711	33661234.4
2712	33653225.79
2713	33648042.03
2714	33640907.22
2715	33635650.23
2716	33628189.63
2717	33623261.8
2718	33619944.38
2719	33619098.79
2720	33614215.71
2721	33605510.87
2722	33602055.56
2723	33601504.74
2724	33596939.85
2725	33592062.18
2726	33591226.85
2727	33583661.68
2728	33578660.65
2729	33569630.66
2730	33564991.41
2731	33564268.23
2732	33560143.43
2733	33555411.74
2734	33548207.29
2735	33541792.79
2736	33540971.61
2737	33537763.64
2738	33531559.5
2739	33529161.36
2740	33524033.49
2741	33521964.85
2742	33520699.74
2743	33518282.53
2744	33511784.99
2745	33506829.5
2746	33503581.72
2747	33495412.9
2748	33491315.53
2749	33488362.17
2750	33482106.64
2751	33475674.4
2752	33470060
2753	33463855.04
2754	33463053.67
2755	33458579.55
2756	33452034.68
2757	33448721.11
2758	33444839.32
2759	33439350.77
2760	33435191.86
2761	33428895.76
2762	33423815.61
2763	33421783.49
2764	33419387.57
2765	33415837.14
2766	33413412.04
2767	33409637.96
2768	33407635.89
2769	33405070.26
2770	33398230.24
2771	33393007.02
2772	33392486.99
2773	33390090.18
2774	33382490.42
2775	33379613.26
2776	33375176.48
2777	33371888.02
2778	33363472.68
2779	33359630
2780	33355404.59
2781	33349243.67
2782	33340672.38
2783	33335931.36
2784	33330918.63
2785	33325529.12
2786	33324748.99
2787	33323198.9
2788	33318427.86
2789	33313228.62
2790	33307114.86
2791	33301566.3
2792	33297992.95
2793	33293153.25
2794	33289941.73
2795	33284983.99
2796	33280093.61
2797	33277661.29
2798	33276878.08
2799	33271566.73
2800	33263378.46
2801	33257754.71
2802	33254009.74
2803	33249237.22
2804	33246789.5
2805	33241906.66
2806	33239694.55
2807	33234063.61
2808	33228760.22
2809	33228252.66
2810	33221774.49
2811	33213329.76
2812	33207846.32
2813	33202746.31
2814	33201978.36
2815	33193451.18
2816	33188631.45
2817	33179773.62
2818	33174623.92
2819	33173015.01
2820	33167342.79
2821	33161946.15
2822	33160098.29
2823	33156948.41
2824	33152743.55
2825	33146395.83
2826	33145638.72
2827	33137299.8
2828	33132079.48
2829	33124919.63
2830	33119012.32
2831	33113040.22
2832	33108051.69
2833	33103673.46
2834	33095047.15
2835	33093879.8
2836	33088648.29
2837	33078710.44
2838	33071571.03
2839	33064526.2
2840	33061401.34
2841	33055611.66
2842	33054860.42
2843	33048907.37
2844	33045960.52
2845	33040879.91
2846	33035797.42
2847	33035048.29
2848	33031153.3
2849	33025397.76
2850	33020656.75
2851	33014646.94
2852	33010202.22
2853	33006079.07
2854	32998875.58
2855	32993878.18
2856	32991868.27
2857	32988440.03
2858	32985340.17
2859	32977003.77
2860	32973060.64
2861	32963628.51
2862	32963140.88
2863	32961976.36
2864	32960384.35
2865	32952221.48
2866	32944585.56
2867	32940109.75
2868	32935063.52
2869	32929200.11
2870	32923071.68
2871	32911762.63
2872	32908689.64
2873	32906239
2874	32899264.33
2875	32898531.52
2876	32892002.24
2877	32890066.88
2878	32882571.48
2879	32874512.74
2880	32870297.68
2881	32864515.14
2882	32859864.95
2883	32854508.06
2884	32849701.32
2885	32844370.39
2886	32843644.04
2887	32840224.93
2888	32835305.62
2889	32834006.82
2890	32827878.65
2891	32820346.23
2892	32819605.03
2893	32812296.43
2894	32805682.76
2895	32803379.09
2896	32796477.8
2897	32795735.58
2898	32790979.16
2899	32790253.56
2900	32785426.42
2901	32780849.57
2902	32774969.18
2903	32769219.77
2904	32766192.36
2905	32759321.99
2906	32753681.65
2907	32747975.33
2908	32744142.54
2909	32738464.19
2910	32733766.45
2911	32728254.94
2912	32726521.12
2913	32724857.09
2914	32720920.88
2915	32717930.38
2916	32711230.91
2917	32708964.29
2918	32706723.28
2919	32704471
2920	32700127.35
2921	32695951.41
2922	32694889.88
2923	32690372.71
2924	32684650.25
2925	32680373.98
2926	32678942.45
2927	32674320.04
2928	32669568.61
2929	32667352.69
2930	32666644.96
2931	32662123.67
2932	32655931.7
2933	32651380.78
2934	32647610.78
2935	32645133.9
2936	32642856.62
2937	32637510.04
2938	32633240.66
2939	32628814.44
2940	32625658.93
2941	32623098.86
2942	32615580.49
2943	32610424.61
2944	32607601.57
2945	32602182.93
2946	32598763.57
2947	32593795.07
2948	32586786.03
2949	32580703.41
2950	32576636.12
2951	32570551.26
2952	32559346.16
2953	32558641.92
2954	32552742.92
2955	32551288.62
2956	32547003.23
2957	32543554.19
2958	32543028.04
2959	32537343.4
2960	32533418
2961	32528372.58
2962	32526840.75
2963	32515838.69
2964	32508047.14
2965	32501890.64
2966	32499926.1
2967	32497085
2968	32494202.82
2969	32491298.39
2970	32487223.94
2971	32479578.55
2972	32479057.1
2973	32471842.77
2974	32466608.04
2975	32461989.96
2976	32457434.03
2977	32455267.56
2978	32450752.15
2979	32447731.69
2980	32443898.64
2981	32440964.35
2982	32438062.48
2983	32437300.17
2984	32430310.71
2985	32425719.6
2986	32419405.57
2987	32415345.14
2988	32410677.27
2989	32409078.72
2990	32406759.11
2991	32401316.12
2992	32393808.66
2993	32388286.6
2994	32382840.85
2995	32379767.6
2996	32375222.51
2997	32371787.95
2998	32365164.76
2999	32362266.28
3000	32360059.53
3001	32356997.42
3002	32352615.48
3003	32350979.28
3004	32344267.78
3005	32342548.88
3006	32334419.01
3007	32329067.43
3008	32326691.74
3009	32317437.74
3010	32312863.14
3011	32308460.01
3012	32305238.48
3013	32299984.79
3014	32295531.66
3015	32291401.11
3016	32285190.27
3017	32281324.86
3018	32273076.89
3019	32272426.92
3020	32271754.63
3021	32265594.91
3022	32261296.85
3023	32254282.93
3024	32248717.81
3025	32243272.14
3026	32241214.14
3027	32236162.75
3028	32234091.94
3029	32229770.64
3030	32224707.81
3031	32217781.29
3032	32215028.36
3033	32209022.97
3034	32199958.92
3035	32194078.54
3036	32190808.31
3037	32188262.26
3038	32180329.16
3039	32171297.01
3040	32165687.03
3041	32156998.17
3042	32154870.77
3043	32148637.77
3044	32138973.21
3045	32131295.39
3046	32123378.79
3047	32117713.58
3048	32113340.6
3049	32109055.73
3050	32108407.6
3051	32106527.9
3052	32105149.09
3053	32102356.7
3054	32099106.65
3055	32096349.94
3056	32091032.09
3057	32085012.05
3058	32077789.99
3059	32075678.54
3060	32074461
3061	32071573.73
3062	32069794.26
3063	32067092.08
3064	32064168.89
3065	32061364.79
3066	32059285.84
3067	32056336.39
3068	32054863.94
3069	32048385.2
3070	32045759.56
3071	32037335.35
3072	32035113.64
3073	32033062.07
3074	32027080.46
3075	32022718.41
3076	32016534.9
3077	32008652.91
3078	32005755.32
3079	32001040.13
3080	31998049.59
3081	31994308.73
3082	31991515.96
3083	31987433.76
3084	31985391.12
3085	31982954.8
3086	31980441.09
3087	31976416.84
3088	31975731.87
3089	31972082.08
3090	31970655.06
3091	31967339.34
3092	31965638.65
3093	31959648.53
3094	31953952.12
3095	31952282.83
3096	31950293.91
3097	31949622.69
3098	31942068.43
3099	31937122.05
3100	31930776.63
3101	31924621.31
3102	31920247.51
3103	31915328.18
3104	31910887.06
3105	31906346.3
3106	31903046.32
3107	31897696.04
3108	31892791.1
3109	31889962.7
3110	31887393.24
3111	31885428.03
3112	31880596.98
3113	31875097.51
3114	31873466.9
3115	31868602.18
3116	31864231.23
3117	31861291.75
3118	31860034.68
3119	31855659.28
3120	31852415.38
3121	31851462.56
3122	31848811.55
3123	31841688.8
3124	31835902.83
3125	31832273.86
3126	31827010.12
3127	31822694.19
3128	31818304.5
3129	31816055.21
3130	31813446.27
3131	31812991.48
3132	31809524.15
3133	31803774.09
3134	31798535.9
3135	31796622.02
3136	31795054.75
3137	31790977.71
3138	31790765.11
3139	31786681.96
3140	31782115.39
3141	31774251.34
3142	31769348.24
3143	31763956.43
3144	31760609.69
3145	31758523.68
3146	31750920.69
3147	31749572.79
3148	31745067.03
3149	31738145.4
3150	31733258.96
3151	31730630.46
3152	31725127.26
3153	31718940.38
3154	31714598.63
3155	31704033.24
3156	31703428.08
3157	31691957.53
3158	31691108.65
3159	31688612.31
3160	31686008.26
3161	31681221.37
3162	31676223.4
3163	31668925.57
3164	31667128.55
3165	31666851.29
3166	31664393.8
3167	31657048.57
3168	31651809.88
3169	31649183.59
3170	31645556.18
3171	31638896.76
3172	31636955.54
3173	31630924.75
3174	31628656.52
3175	31622665.98
3176	31617869.5
3177	31615401.46
3178	31612628.76
3179	31607340.1
3180	31605755.76
3181	31605352.53
3182	31599390.5
3183	31595080.15
3184	31590693.2
3185	31588148.32
3186	31583892.04
3187	31582667.9
3188	31576938.85
3189	31571489.97
3190	31564371.71
3191	31559379.9
3192	31556781.2
3193	31554577.92
3194	31549366.05
3195	31545130.33
3196	31539346.58
3197	31534794.88
3198	31531827.06
3199	31527226.75
3200	31521249.11
3201	31516714.79
3202	31509084.39
3203	31501766.07
3204	31496248.84
3205	31490328.64
3206	31489125.74
3207	31488480.93
3208	31483670.76
3209	31482077.61
3210	31480209.55
3211	31474440.26
3212	31473130.1
3213	31468669.84
3214	31468451.31
3215	31463043.09
3216	31461413.2
3217	31454147.67
3218	31448801.4
3219	31441394.48
3220	31439682.71
3221	31433809.59
3222	31432255.56
3223	31425076.75
3224	31423548.38
3225	31418713.54
3226	31413007.53
3227	31412666.44
