iter	RMSE
540	55329818.89
541	55303039.09
542	55278128.65
543	55263905.33
544	55250971.74
545	55236688.24
546	55223121.12
547	55211768.06
548	55200814.1
549	55184410.41
550	55160221.71
551	55131622.48
552	55111616.93
553	55092828.87
554	55076836.48
555	55048069.76
556	55027324.42
557	55004667.71
558	54972511.88
559	54947077.32
560	54930251.37
561	54911740.34
562	54883157.93
563	54859641.95
564	54829175.23
565	54799396.45
566	54780207.98
567	54758757.09
568	54735511.76
569	54710895.35
570	54684473.05
571	54661303.19
572	54640961.95
573	54625801.89
574	54594870.53
575	54577323.41
576	54567730.99
577	54551317.63
578	54528844.41
579	54512058.4
580	54497405.78
581	54470022.47
582	54447307.83
583	54431859.94
584	54415176.15
585	54395008.84
586	54369546.52
587	54353719.01
588	54336461.65
589	54312696.25
590	54291726.28
591	54260465.39
592	54238598.23
593	54216107.84
594	54197823.33
595	54179826.31
596	54169310.65
597	54149998.24
598	54132141.81
599	54121482.52
600	54095713.51
601	54077268.69
602	54054711.41
603	54039450.07
604	54029859.42
605	53989526.44
606	53964680.6
607	53939655.22
608	53930045.11
609	53909199.69
610	53894464.26
611	53874790.5
612	53857883.46
613	53840900.08
614	53818477.13
615	53801224.3
616	53784648.24
617	53763482.76
618	53748530.57
619	53725430.49
620	53707013.99
621	53698021.71
622	53674123.17
623	53652602.63
624	53643111.71
625	53610085.91
626	53597887.19
627	53577155.57
628	53558434.62
629	53540002.26
630	53513696.74
631	53499866.43
632	53485991.1
633	53468108.5
634	53450053.64
635	53435221.72
636	53396677.29
637	53374301.3
638	53355625.22
639	53335669.29
640	53324984.65
641	53304621.34
642	53291642.73
643	53266673.13
644	53248156.71
645	53219171.26
646	53197763.8
647	53175004.47
648	53155403.85
649	53134059.79
650	53122178.81
651	53101428.78
652	53078959.42
653	53061602.39
654	53032534.62
655	52999668.55
656	52985711.29
657	52968308.61
658	52949016.99
659	52931688.74
660	52908199.54
661	52900391.54
662	52885251.27
663	52863890.32
664	52845296.64
665	52825322.41
666	52791260.29
667	52767582.65
668	52745277.53
669	52734508.03
670	52711563.11
671	52699368.53
672	52686317.65
673	52662774.72
674	52642154.97
675	52631339.59
676	52616658.24
677	52605082.77
678	52583673.62
679	52565920.61
680	52554900.7
681	52538285.51
682	52518044.51
683	52509617.18
684	52490025.36
685	52470164.64
686	52445500.18
687	52420381.85
688	52401964.54
689	52388063.63
690	52373887.62
691	52364330.54
692	52355844.27
693	52344340.56
694	52332566.21
695	52315293.34
696	52304012.16
697	52290833.16
698	52282323.97
699	52271151.43
700	52256503.23
701	52241114.65
702	52227209.1
703	52208837.63
704	52193375.81
705	52179471.92
706	52164694.43
707	52138863.79
708	52119587.57
709	52108949.36
710	52102298.31
711	52086628.6
712	52073896.33
713	52053691.57
714	52040057.07
715	52020793.74
716	52000866.05
717	51987391.59
718	51967795.54
719	51946453.37
720	51923079.89
721	51904119
722	51887695
723	51867262.49
724	51856505.75
725	51834461.48
726	51827701.27
727	51812832.93
728	51797849.97
729	51782871.92
730	51757232.1
731	51733641.04
732	51720371.86
733	51700586.52
734	51687251.16
735	51669034.02
736	51653002.39
737	51632769.87
738	51609204.01
739	51588548.76
740	51573908.72
741	51549855.17
742	51536347.31
743	51513245.58
744	51500204.62
745	51484362.59
746	51464101.59
747	51446288.59
748	51427490.46
749	51413636.4
750	51407135.68
751	51396721.87
752	51379523.89
753	51364057.15
754	51344245.89
755	51330908.13
756	51303616.74
757	51291173.51
758	51279576.07
759	51264418.97
760	51248988.01
761	51238215.19
762	51218209.45
763	51199229.1
764	51178828.13
765	51158824.55
766	51141892.94
767	51129700.22
768	51117171.36
769	51099259.5
770	51082750.4
771	51071804.55
772	51063549.93
773	51048012.15
774	51029875.41
775	51013219.87
776	50990576.94
777	50982664.08
778	50963306.57
779	50951349.98
780	50934662.49
781	50913639.57
782	50894454.03
783	50880029.55
784	50858144.97
785	50845138.77
786	50828101.25
787	50810299.18
788	50795888.37
789	50774050.96
790	50756480.08
791	50739059.42
792	50724877
793	50718641.49
794	50704476.41
795	50693778.25
796	50673536.05
797	50647577.53
798	50637585.04
799	50625950.09
800	50616630.12
801	50605981.7
802	50588830.13
803	50573345.36
804	50561981.56
805	50555818.84
806	50536146.61
807	50521382.84
808	50507354.92
809	50487356.41
810	50467714.85
811	50455678.25
812	50443556.54
813	50430175.36
814	50420619.53
815	50403497.93
816	50387368.65
817	50373944.81
818	50359550.71
819	50347197.9
820	50326412.51
821	50320985.68
822	50310207.09
823	50299289.52
824	50278372.23
825	50254483.61
826	50235526.98
827	50217474.34
828	50200364.3
829	50180367.78
830	50172441.21
831	50156623.34
832	50140106.3
833	50125598.88
834	50105953.51
835	50096192.78
836	50084551.93
837	50068305.26
838	50056874.44
839	50044185.68
840	50026432.39
841	50004942.73
842	49989945.31
843	49972841.89
844	49952721.34
845	49936324.17
846	49922917.55
847	49906115.19
848	49894923.31
849	49889523.66
850	49877235.69
851	49857218.65
852	49848615.21
853	49836600.82
854	49827825.25
855	49807551
856	49789587.57
857	49783627.24
858	49763229.93
859	49752989.51
860	49736374.75
861	49719689.95
862	49700310.94
863	49693263.73
864	49670653.43
865	49657293.22
866	49640616.78
867	49623151.33
868	49607124.96
869	49591124.04
870	49582608.47
871	49561472.11
872	49550553.01
873	49529180.95
874	49506306.25
875	49499427.84
876	49493537.18
877	49480445.5
878	49468371.17
879	49447062.92
880	49426710.41
881	49416574.47
882	49401989.25
883	49393813.43
884	49371281.2
885	49356543.66
886	49338268.66
887	49321388.19
888	49305627.3
889	49288358.59
890	49267823.54
891	49251291.52
892	49244616.68
893	49221463.88
894	49204344.38
895	49190821.61
896	49175174.89
897	49161819.92
898	49155144.48
899	49137480.25
900	49123105.17
901	49116576.68
902	49099704.58
903	49086842.26
904	49077786.39
905	49066847.29
906	49060499.73
907	49047467.3
908	49028759.58
909	49009004.7
910	48998052.96
911	48986004.19
912	48976077.62
913	48963786.72
914	48957922.52
915	48949923.13
916	48933340.07
917	48917767.6
918	48912595.94
919	48902815.98
920	48886262.5
921	48871547.01
922	48850712.91
923	48836055.58
924	48813127.03
925	48797660.99
926	48782711.64
927	48776403.71
928	48769034.09
929	48753343.7
930	48741965.85
931	48723060.56
932	48709526.53
933	48691639.6
934	48669800.05
935	48660208.18
936	48643791.45
937	48631938.39
938	48614660.33
939	48604406.03
940	48588874.24
941	48575510.17
942	48560262.45
943	48554265.27
944	48541443.59
945	48526356.34
946	48521020.23
947	48513364.94
948	48499807.06
949	48483184.37
950	48461671.42
951	48450766.02
952	48424653.17
953	48415574.76
954	48400636.68
955	48383577.57
956	48372425.71
957	48358938.98
958	48345705.85
959	48339055.14
960	48322297.03
961	48305542.65
962	48288156.02
963	48276976.36
964	48259909.32
965	48236684.79
966	48223075.07
967	48210538.51
968	48198431.5
969	48191482.65
970	48183116.54
971	48170984.43
972	48156158.31
973	48132121.93
974	48115116.32
975	48108304.78
976	48093141.08
977	48078036.77
978	48070347.87
979	48055427.67
980	48050684.24
981	48035764.63
982	48026480.85
983	48004538.93
984	47987131.1
985	47982017.83
986	47970834.98
987	47957903.23
988	47941220.73
989	47919465.38
990	47907709.49
991	47893993.86
992	47889141.16
993	47872407.81
994	47855733.74
995	47844398.22
996	47829596.17
997	47821534.14
998	47808444.97
999	47795396.95
1000	47786299.91
1001	47782190.43
1002	47767367.85
1003	47755158.56
1004	47742150.28
1005	47736982.71
1006	47730134.55
1007	47715339.37
1008	47703241.43
1009	47695584.66
1010	47677625.66
1011	47661454.44
1012	47645401.89
1013	47627276.47
1014	47612018.98
1015	47596710.08
1016	47589300.68
1017	47576614.09
1018	47556153.26
1019	47543191.98
1020	47523954.58
1021	47507504.6
1022	47495483.92
1023	47489295.73
1024	47471484.33
1025	47457066.47
1026	47438192.46
1027	47421690.28
1028	47409295.06
1029	47396202.63
1030	47379966.44
1031	47366079.92
1032	47358149.67
1033	47345712.19
1034	47335597.69
1035	47328667.89
1036	47316125.08
1037	47299037.96
1038	47282013.76
1039	47263273.13
1040	47256055.98
1041	47235714.2
1042	47208677.1
1043	47191963.55
1044	47175248.64
1045	47160875.46
1046	47154265.57
1047	47135182.59
1048	47118034.94
1049	47107606.14
1050	47093717.23
1051	47082450.06
1052	47067613.21
1053	47049333.36
1054	47030501.7
1055	47023985.2
1056	47016127.78
1057	46998477.43
1058	46992183.89
1059	46977706.89
1060	46956839.8
1061	46938744.42
1062	46924136.63
1063	46904796.74
1064	46898994.19
1065	46883301.4
1066	46874909.05
1067	46856560.11
1068	46841603.1
1069	46835770.47
1070	46821458.18
1071	46808402.87
1072	46801011.77
1073	46781026.64
1074	46770783.82
1075	46762350.51
1076	46745260.49
1077	46732054.57
1078	46714447.77
1079	46709628.12
1080	46690865.7
1081	46687676.85
1082	46672950.77
1083	46658660.06
1084	46644418.57
1085	46631771.67
1086	46625637.77
1087	46615047.14
1088	46590292.32
1089	46571850.44
1090	46558813.04
1091	46551479.65
1092	46534451.73
1093	46528179.89
1094	46521129.37
1095	46515229.22
1096	46509664.8
1097	46489327.97
1098	46470418.18
1099	46451574.12
1100	46438144.83
1101	46420050.55
1102	46400806.64
1103	46384318.93
1104	46378285.98
1105	46362725.61
1106	46357578.16
1107	46341162.89
1108	46324763.07
1109	46311040.88
1110	46297614.7
1111	46282053.4
1112	46269786.34
1113	46251803.02
1114	46231286.54
1115	46218675.19
1116	46202781.91
1117	46193360.64
1118	46186669.45
1119	46167283.06
1120	46147955.9
1121	46134640.94
1122	46118427.49
1123	46101993.83
1124	46091995.19
1125	46077093.71
1126	46062194.26
1127	46048158.14
1128	46039798.62
1129	46022413.21
1130	46014104.12
1131	46000541.79
1132	45986809.91
1133	45968399.33
1134	45956664.54
1135	45937672.15
1136	45921276.37
1137	45911048.05
1138	45894007.52
1139	45874412.83
1140	45857301.2
1141	45836548.37
1142	45823605.88
1143	45808321.68
1144	45790593.36
1145	45780490.91
1146	45762104.03
1147	45748667.96
1148	45732844.6
1149	45717459.27
1150	45704570.76
1151	45686530.01
1152	45671077.48
1153	45662470.44
1154	45648217.42
1155	45629967.78
1156	45611607.06
1157	45596193.5
1158	45578122.06
1159	45565290.54
1160	45560135.47
1161	45547364.89
1162	45532714.84
1163	45517352.71
1164	45505432.39
1165	45494039.73
1166	45477513.92
1167	45460334.2
1168	45445084.81
1169	45433561.87
1170	45420934.2
1171	45406078.36
1172	45392261.75
1173	45374665.08
1174	45365412.63
1175	45350404.37
1176	45341562.83
1177	45325310.28
1178	45313102.12
1179	45297646.17
1180	45289044
1181	45274311.16
1182	45257546.26
1183	45237982.06
1184	45221498.64
1185	45211730.09
1186	45199395.52
1187	45191279.86
1188	45178377.64
1189	45161554.43
1190	45155324.43
1191	45138452.76
1192	45126370.41
1193	45117715.74
1194	45108939.62
1195	45092937.86
1196	45082241.79
1197	45069162.68
1198	45056497.72
1199	45040026.24
1200	45027727.06
1201	45012778.52
1202	44995966.22
1203	44978175.84
1204	44969144.47
1205	44952771.02
1206	44946662.13
1207	44933661.89
1208	44919193.47
1209	44907869.51
1210	44896386.72
1211	44879790.04
1212	44863087.59
1213	44850683.44
1214	44839871.23
1215	44824824.19
1216	44813729
1217	44801734.56
1218	44794519.01
1219	44777634.24
1220	44767138.69
1221	44756936.82
1222	44748146.28
1223	44738777.65
1224	44723857.52
1225	44714480.1
1226	44706188.64
1227	44695679.76
1228	44682849.5
1229	44666851
1230	44655857.63
1231	44641444.15
1232	44630582.96
1233	44622661.96
1234	44611607.04
1235	44595484.87
1236	44580091.38
1237	44563433.61
1238	44548928.54
1239	44537079.05
1240	44522757.02
1241	44512765.89
1242	44501197.98
1243	44490880.41
1244	44477772.83
1245	44460805.22
1246	44446213.76
1247	44438427.43
1248	44430737.5
1249	44424284.59
1250	44410473.64
1251	44398971.62
1252	44388223.36
1253	44375189.23
1254	44361381.47
1255	44349930.39
1256	44341007.25
1257	44328738.65
1258	44311214
1259	44294522.01
1260	44287221.47
1261	44279859.69
1262	44267756.28
1263	44263190.82
1264	44244794.95
1265	44229904.59
1266	44212148.43
1267	44202646.39
1268	44183881.6
1269	44174645.03
1270	44168406.48
1271	44154988.53
1272	44145555.92
1273	44135205.78
1274	44129577
1275	44116321.55
1276	44110146.58
1277	44094329.1
1278	44084094.38
1279	44065977.9
1280	44054840.98
1281	44041444.64
1282	44033293.87
1283	44020456.27
1284	44010384.03
1285	44003175.31
1286	43992758.1
1287	43976679.21
1288	43968449.3
1289	43962466.83
1290	43955734.18
1291	43940849.28
1292	43931803.38
1293	43918844.81
1294	43906890.67
1295	43896994.56
1296	43887967.47
1297	43871574.99
1298	43856449.23
1299	43847567.78
1300	43831429.45
1301	43816289.93
1302	43810888.8
1303	43802128.49
1304	43795419.11
1305	43789503.13
1306	43778621.69
1307	43763448.84
1308	43748324.9
1309	43733632.24
1310	43718237.03
1311	43711642.08
1312	43694249.28
1313	43678395.41
1314	43666813.13
1315	43656161.68
1316	43645885.07
1317	43635433.6
1318	43620225.62
1319	43603113.32
1320	43598170.17
1321	43582654.6
1322	43571847.12
1323	43564094.64
1324	43549645.37
1325	43540924.21
1326	43535737.16
1327	43529443.25
1328	43522202.86
1329	43510181.07
1330	43504399.29
1331	43491959.91
1332	43483746.25
1333	43476763.92
1334	43467602.69
1335	43450868.52
1336	43443239.1
1337	43432920.97
1338	43423693.38
1339	43408511.63
1340	43393739.3
1341	43385862.13
1342	43379886.07
1343	43365171.07
1344	43350009.46
1345	43339767.47
1346	43331818.24
1347	43324839.02
1348	43318081.19
1349	43301455.91
1350	43286091.67
1351	43272893.77
1352	43265626.98
1353	43257166.74
1354	43247504.33
1355	43234231.05
1356	43225883.04
1357	43218554.63
1358	43203236.76
1359	43190624.19
1360	43181758.58
1361	43168454.56
1362	43163522.71
1363	43156175.29
1364	43142104.43
1365	43126914.87
1366	43121752.42
1367	43107582.13
1368	43098243.12
1369	43082351.62
1370	43073597.28
1371	43060103.32
1372	43053998.79
1373	43041725.44
1374	43031517.02
1375	43019146.7
1376	43005528.96
1377	42992032.32
1378	42981146.09
1379	42969706.38
1380	42965646.96
1381	42960486.34
1382	42955502.23
1383	42942741.71
1384	42934186.48
1385	42927114.77
1386	42923120.04
1387	42918490.22
1388	42909879.42
1389	42893086.93
1390	42887403.77
1391	42875535.81
1392	42864079.06
1393	42853368.65
1394	42845607.24
1395	42840109.76
1396	42833158.7
1397	42821191.58
1398	42815747.9
1399	42802070.79
1400	42788664.86
1401	42778096.48
1402	42766314.86
1403	42752411.68
1404	42744521.01
1405	42731054.72
1406	42716784.77
1407	42713259.35
1408	42697837.32
1409	42687892.3
1410	42677292.72
1411	42674194.13
1412	42661720
1413	42657121.01
1414	42651762.85
1415	42641458.2
1416	42626238.28
1417	42616474.54
1418	42611155.16
1419	42605278.75
1420	42595831.62
1421	42583741.97
1422	42578432.98
1423	42564395.41
1424	42559192.07
1425	42554401.77
1426	42548353.57
1427	42541919.53
1428	42528527.44
1429	42518707.63
1430	42505341.02
1431	42493666.44
1432	42482294.32
1433	42472247.48
1434	42461425.5
1435	42453143.83
1436	42440871.25
1437	42428996.63
1438	42421566.56
1439	42408683.33
1440	42396983.21
1441	42383958.2
1442	42378257.53
1443	42365710.35
1444	42360068.21
1445	42350867.6
1446	42340547.19
1447	42335647.71
1448	42323578.25
1449	42318834.71
1450	42311353.34
1451	42304543.88
1452	42293061.74
1453	42281478.11
1454	42271779.25
1455	42262227.85
1456	42243967.16
1457	42235173.1
1458	42223953.83
1459	42213087.93
1460	42203734.25
1461	42194318.68
1462	42182541.64
1463	42175422.51
1464	42169750.22
1465	42164193.11
1466	42152857.48
1467	42141465.09
1468	42135854.8
1469	42117908.69
1470	42109998.8
1471	42097661.69
1472	42090630.66
1473	42083132.62
1474	42068915.07
1475	42063856.83
1476	42054840.97
1477	42053134.75
1478	42041730.41
1479	42037203.17
1480	42025455.85
1481	42011083.65
1482	42002653.61
1483	41992010.31
1484	41982802.48
1485	41975740.34
1486	41969111.21
1487	41957527.59
1488	41949388.58
1489	41942405.86
1490	41928975.69
1491	41922612.04
1492	41913427.33
1493	41902875.15
1494	41889721.22
1495	41883858.24
1496	41872791.64
1497	41860383.73
1498	41850327.33
1499	41839309.99
1500	41829042.95
1501	41820441.52
1502	41811757.59
1503	41801875.91
1504	41787941.31
1505	41779265.71
1506	41765426.45
1507	41759557.17
1508	41755188.34
1509	41745151.31
1510	41737229.46
1511	41729582.52
1512	41718131.68
1513	41713180.18
1514	41706667.08
1515	41702326.53
1516	41698053.35
1517	41682607.58
1518	41673046.46
1519	41666017.95
1520	41660418.74
1521	41654759.42
1522	41648662.55
1523	41642232.87
1524	41624146.33
1525	41619317.68
1526	41609359.39
1527	41595817.2
1528	41583586.29
1529	41572224.39
1530	41558398.69
1531	41547833.24
1532	41536751.38
1533	41522161.53
1534	41517305.78
1535	41512530.73
1536	41506613.3
1537	41497058.12
1538	41495689.95
1539	41485834.09
1540	41480641.58
1541	41474809.68
1542	41463751.7
1543	41455207.74
1544	41450972.52
1545	41442595.34
1546	41432284.18
1547	41428270.2
1548	41420746.48
1549	41411368.47
1550	41405082.42
1551	41396647.39
1552	41383089.78
1553	41371506.19
1554	41364964.53
1555	41354369.45
1556	41341767.3
1557	41337117.47
1558	41325275.45
1559	41313485.39
1560	41309755.64
1561	41308427.5
1562	41303822.85
1563	41291269.95
1564	41287661.66
1565	41271191.98
1566	41261134.03
1567	41257262.86
1568	41246825.05
1569	41237414.31
1570	41224408.44
1571	41220848.27
1572	41215814.77
1573	41209698.59
1574	41205884.23
1575	41195996.99
1576	41187485.8
1577	41176737.99
1578	41168006.34
1579	41159536.28
1580	41149547.09
1581	41141401.71
1582	41137645.41
1583	41125984.98
1584	41113729.49
1585	41106222.11
1586	41095338.66
1587	41087284.44
1588	41078692.5
1589	41070161.49
1590	41058597.83
1591	41049503.18
1592	41038100.7
1593	41031795.06
1594	41028304.82
1595	41021898.72
1596	41009313.55
1597	40997199.63
1598	40989842.94
1599	40988314.52
1600	40980618.86
1601	40971030.08
1602	40966645.78
1603	40957674.36
1604	40944119.7
1605	40940173.03
1606	40929345.96
1607	40927386.28
1608	40923464.74
1609	40914007.19
1610	40909604.51
1611	40896979.13
1612	40893048.39
1613	40881132.46
1614	40872579.4
1615	40862235.36
1616	40854841.52
1617	40851690.64
1618	40843508
1619	40837367.6
1620	40823229.88
1621	40810644.76
1622	40802820.17
1623	40795961.9
1624	40788091.2
1625	40780094.37
1626	40776245.35
1627	40764554.07
1628	40760926.99
1629	40752625.64
1630	40741178.02
1631	40734372.92
1632	40724440.06
1633	40714004.64
1634	40706762.25
1635	40698556.68
1636	40688007.36
1637	40676309.08
1638	40670202.23
1639	40664241.77
1640	40654346.58
1641	40648451.06
1642	40633964.16
1643	40624122.09
1644	40619448.77
1645	40608319.46
1646	40595179.4
1647	40585083.91
1648	40572869.09
1649	40562642.27
1650	40556079.29
1651	40552718.86
1652	40538481.22
1653	40533810.53
1654	40529469.69
1655	40520128.43
1656	40516848.32
1657	40511412.54
1658	40504237.67
1659	40494373.32
1660	40489621.3
1661	40475606.96
1662	40465709.76
1663	40455392.99
1664	40443292.58
1665	40436838.64
1666	40425335.66
1667	40418513.43
1668	40414075.7
1669	40405265.81
